database	organismOriginal	structureType	structureValue	referenceType	referenceValue	organismCleaned	structureCleanedInchi	structureCleanedInchikey3D	structureCleanedSmiles	referenceCleanedDoi	curator	validated	comments	referenceCleanedTitle	organismCleaned_dbTaxo	organismCleaned_dbTaxoTaxonIds	organismCleaned_dbTaxoTaxonRanks	organismCleaned_dbTaxoTaxonomy	referenceCleanedPmcid	referenceCleanedPmid	referenceCleaned_journal	referenceCleaned_date	referenceCleaned_author	referenceCleaned_score_crossref	referenceCleaned_score_distance	referenceCleaned_score_titleOrganism	referenceCleaned_score_complementDate	referenceCleaned_score_complementAuthor	referenceCleaned_score_complementJournal	referenceCleaned_score_complementTotal	structureCleanedInchikey2D	Comments
npa_2	Ganoderma sp. KM01	inchi	InChI=1S/C33H48O8/c1-19-17-25(35)28(41-29(19)37)20(2)22-11-14-32(7)23-9-10-26(30(4,5)38)33(18-40-21(3)34,16-13-27(36)39-8)24(23)12-15-31(22,32)6/h9,12,17,20,22,25-26,28,35,38H,10-11,13-16,18H2,1-8H3/t20-,22+,25-,26-,28+,31+,32-,33-/m0/s1	doi	10.1021/np400846k	Ganoderma	InChI=1S/C33H48O8/c1-19-17-25(35)28(41-29(19)37)20(2)22-11-14-32(7)23-9-10-26(30(4,5)38)33(18-40-21(3)34,16-13-27(36)39-8)24(23)12-15-31(22,32)6/h9,12,17,20,22,25-26,28,35,38H,10-11,13-16,18H2,1-8H3/t20-,22+,25-,26-,28+,31+,32-,33-/m0/s1	MLFKTFLFHVRFER-SCDJEVGSSA-N	COC(=O)CC[C@]1(COC(C)=O)C2=CC[C@]3(C)[C@@H]([C@H](C)[C@H]4OC(=O)C(C)=C[C@@H]4O)CC[C@@]3(C)C2=CC[C@H]1C(C)(C)O	10.1021/NP400846K	PMA2	Y	NA	Triterpene Lactones from Cultures of Ganoderma sp. KM01	NCBI	131567|2759|33154|4751|451864|5204|5302|155619|355688|5303|5317|5314	|superkingdom||kingdom|subkingdom|phylum|subphylum|class||order|family|genus	|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes||Polyporales|Polyporaceae|Ganoderma	NA	NA	Journal of Natural Products	2014-07-03	Lakornwong	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Rosa rugosa	inchi	InChI=1S/C13H26O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3-12H2,1-2H3	doi	10.1002/ffj.2730050406	Rosa rugosa	InChI=1S/C13H26O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3-12H2,1-2H3	CYIFVRUOHKNECG-UHFFFAOYSA-N	CCCCCCCCCCCC(C)=O	10.1002/FFJ.2730050406	PMA2	Y	NA	The essential oil from the flowers ofRosa rugosa Thunb. var.plena Regel	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|3744|3745|171638|1176516|3764|74645	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily||genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Rosales|Rosaceae|Rosoideae||Rosa|Rosa rugosa	NA	NA	Flavour and Fragrance Journal	1990-12	Ueyama	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Streptomyces sp. Mer-VD1207	inchi	InChI=1S/C23H32O8/c1-5-7-12(17-10-18(26)23(22(29)30-17)19(6-2)31-23)21(28)14-8-13(20(27)11(3)4)15(24)9-16(14)25/h8-9,11-12,17-19,22,24-26,29H,5-7,10H2,1-4H3/t12?,17?,18-,19+,22-,23?/m1/s1	pubmed	10966073	Streptomyces	InChI=1S/C23H32O8/c1-5-7-12(17-10-18(26)23(22(29)30-17)19(6-2)31-23)21(28)14-8-13(20(27)11(3)4)15(24)9-16(14)25/h8-9,11-12,17-19,22,24-26,29H,5-7,10H2,1-4H3/t12?,17?,18-,19+,22-,23?/m1/s1	ZVHCTEUOWHUIMG-BTOYHFQMSA-N	CCCC(C(=O)c1cc(C(=O)C(C)C)c(O)cc1O)C1C[C@@H](O)C2(O[C@H]2CC)[C@H](O)O1	10.7164/ANTIBIOTICS.53.579	PMA2	Y	NA	Luminacins: a family of capillary tube formation inhibitors from Streptomyces sp. I. Taxomony, fermentation, isolation, physico-chemical properties and structure elucidation.	ITIS	50|956097|956099|956179|465|956306|189410|189411	kingdom|Subkingdom|phylum|Subclass|order|Suborder|family|genus	Bacteria|Posibacteria|Actinobacteria|Actinobacteridae|Actinomycetales|Streptomycineae|Streptomycetaceae|Streptomyces	NA	10966073	The Journal of antibiotics	2000 Jun	Naruse N	1	0	1	NA	NA	NA	NA	NA	NA
cya_1	Microcystis	inchi	InChI=1S/C40H61N5O9/c1-6-7-8-9-10-11-30(41)35(48)39(52)45-34(25(4)5)38(51)43-32(22-24(2)3)37(50)42-31(21-16-26-12-17-28(46)18-13-26)36(49)44-33(40(53)54)23-27-14-19-29(47)20-15-27/h12-15,17-20,24-25,30-35,46-48H,6-11,16,21-23,41H2,1-5H3,(H,42,50)(H,43,51)(H,44,49)(H,45,52)(H,53,54)	doi	10.1111/j.1574-6941.2012.01439.x	Microcystis	InChI=1S/C40H61N5O9/c1-6-7-8-9-10-11-30(41)35(48)39(52)45-34(25(4)5)38(51)43-32(22-24(2)3)37(50)42-31(21-16-26-12-17-28(46)18-13-26)36(49)44-33(40(53)54)23-27-14-19-29(47)20-15-27/h12-15,17-20,24-25,30-35,46-48H,6-11,16,21-23,41H2,1-5H3,(H,42,50)(H,43,51)(H,44,49)(H,45,52)(H,53,54)	IFKUPHYTIDOPIM-UHFFFAOYSA-N	CCCCCCCC(N)C(O)C(O)=NC(C(O)=NC(CC(C)C)C(O)=NC(CCc1ccc(O)cc1)C(O)=NC(Cc1ccc(O)cc1)C(=O)O)C(C)C	10.1111/J.1574-6941.2012.01439.X	PMA2	Y	NA	Co-occurrence of microcystin and microginin congeners in Brazilian strains ofMicrocystissp.	ITIS	50|956096|956108|602|603|604|747	kingdom|Subkingdom|phylum|class|order|family|genus	Bacteria|Negibacteria|Cyanobacteria|Cyanophyceae|Chroococcales|Chroococcaceae|Microcystis	NA	NA	FEMS Microbiology Ecology	2012-07-30	Carneiro	1	0	1	NA	NA	NA	NA	NA	NA
npa_1	Ecklonia cava	inchi	InChI=1S/C36H22O18/c37-12-1-13(38)3-15(2-12)49-31-22(44)10-25(47)34-35(31)54-30-21(43)8-17(9-27(30)52-34)48-28-19(41)6-16(7-20(28)42)50-32-23(45)11-24(46)33-36(32)53-29-18(40)4-14(39)5-26(29)51-33/h1-11,37-47H	pubmed	23647823	Ecklonia cava	InChI=1S/C36H22O18/c37-12-1-13(38)3-15(2-12)49-31-22(44)10-25(47)34-35(31)54-30-21(43)8-17(9-27(30)52-34)48-28-19(41)6-16(7-20(28)42)50-32-23(45)11-24(46)33-36(32)53-29-18(40)4-14(39)5-26(29)51-33/h1-11,37-47H	DRZQFGYIIYNNEC-UHFFFAOYSA-N	Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1	10.1016/J.BMC.2013.04.026	PMA2	Y	NA	Dieckol, a SARS-CoV 3CL(pro) inhibitor, isolated from the edible brown algae Ecklonia cava.	The Interim Register of Marine and Nonmarine Genera	16|118|1493|11666|107849|1344334|10003182	kingdom|phylum|class|order|family|genus|species	Protista|Heterokontophyta|Phaeophyceae|Laminariales|Lessoniaceae|Ecklonia|Ecklonia cava	PMC7126891	23647823	Bioorganic & medicinal chemistry	2013 Jul 1	Park JY	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Annona squamosa	inchi	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3	doi	10.1006/jfca.2000.0968	Annona squamosa	InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3	CDOSHBSSFJOMGT-UHFFFAOYSA-N	C=CC(C)(O)CCC=C(C)C	10.1006/JFCA.2000.0968	PMA2	Y	NA	Chemical Characterization of the Fruit of Annona squamosa L. Occurring in the Amazon	GBIF Backbone Taxonomy	6|7707728|220|718|9291|3155252|5407099	kingdom|phylum|class|order|family|genus|species	Plantae|Tracheophyta|Magnoliopsida|Magnoliales|Annonaceae|Annona|Annona squamosa	NA	NA	Journal of Food Composition and Analysis	2001-04	Andrade	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Clavelina lepadiformis	inchi	InChI=1S/C18H33N/c1-3-5-6-7-8-9-10-11-12-13-15-18-16-14-17-19(18)4-2/h9-12,18H,3-8,13-17H2,1-2H3/b10-9+,12-11+/t18-/m0/s1	doi	10.1016/0040-4039(95)01246-e	Clavelina lepadiformis	InChI=1S/C18H33N/c1-3-5-6-7-8-9-10-11-12-13-15-18-16-14-17-19(18)4-2/h9-12,18H,3-8,13-17H2,1-2H3/b10-9+,12-11+/t18-/m0/s1	HYHSNERERATHEB-ZPKFLUEZSA-N	CCCCCC/C=C/C=C/CC[C@H]1CCCN1CC	10.1016/0040-4039(95)01246-E	PMA2	Y	NA	Cytotoxic alkaloids from the flatworm Prostheceraeus villatus and its tunicate prey Clavelina lepadiformis	ITIS	202423|914154|914156|158852|158853|158854|158855|158856|158857|158864|158867	kingdom|Subkingdom|Infrakingdom|phylum|Subphylum|class|order|Suborder|family|genus|species	Animalia|Bilateria|Deuterostomia|Chordata|Urochordata|Ascidiacea|Enterogona|Aplousobranchia|Clavelinidae|Clavelina|Clavelina lepadiformis	NA	NA	Tetrahedron Letters	1995-08	Kubanek	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Annona squamosa	inchi	InChI=1S/C20H20O4/c1-12(2)8-9-14-15(21)10-16(22)19-17(23)11-18(24-20(14)19)13-6-4-3-5-7-13/h3-8,10,18,21-22H,9,11H2,1-2H3/t18-/m0/s1	doi	10.1055/s-0028-1084499	Annona squamosa	InChI=1S/C20H20O4/c1-12(2)8-9-14-15(21)10-16(22)19-17(23)11-18(24-20(14)19)13-6-4-3-5-7-13/h3-8,10,18,21-22H,9,11H2,1-2H3/t18-/m0/s1	DAWSYIQAGQMLFS-SFHVURJKSA-N	CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccccc1)CC2=O	10.1055/S-0028-1084499	PMA2	Y	NA	Mono-tetrahydrofuran annonaceous acetogenins from Annona squamosa as cytotoxic agents and calcium ion chelators	GBIF Backbone Taxonomy	6|7707728|220|718|9291|3155252|5407099	kingdom|phylum|class|order|family|genus|species	Plantae|Tracheophyta|Magnoliopsida|Magnoliales|Annonaceae|Annona|Annona squamosa	NA	NA	Planta Medica	2008-07	Liaw	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Eriogonum umbellatum	inchi	InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3	doi	10.1055/s-2006-960977	Eriogonum umbellatum	InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3	KZJWDPNRJALLNS-UHFFFAOYSA-N	CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C	10.1055/S-2006-960977	PMA2	Y	NA	Metabolites ofEriogonum umbellatum	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|3524|3615|1110379|1861780|63080|684366	|superkingdom|kingdom|phylum|subphylum|||||class|||||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|Caryophyllales|Polygonaceae|Eriogonoideae|Eriogoneae|Eriogonum|Eriogonum umbellatum	NA	NA	Planta Medica	1990-06	Ayer	1	0	1	NA	NA	NA	NA	NA	NA
tmm_1	Zanthoxylum schinifolium Siebold et Zuccarini	nominal	p-isopropylbenzyl alcohol	pubmed	18271544	Zanthoxylum schinifolium	InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-6,8,11H,7H2,1-2H3	OIGWAXDAPKFNCQ-UHFFFAOYSA-N	CC(C)c1ccc(CO)cc1	10.1021/JF0728101	PMA2	Y	P-cymen-8-ol ? (Originally ToCheck validated by AR, p-isopropylbenzyl alcohol)	Aroma constituents and alkylamides of red and green huajiao (Zanthoxylum bungeanum and Zanthoxylum schinifolium).	GBIF Backbone Taxonomy	6|7707728|220|933|2396|3190076|7269177|7771044	kingdom|phylum|class|order|family|genus|species|variety	Plantae|Tracheophyta|Magnoliopsida|Sapindales|Rutaceae|Zanthoxylum|Zanthoxylum schinifolium|Zanthoxylum schinifolium okinawense	NA	18271544	Journal of agricultural and food chemistry	2008 Mar 12	Yang X	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Encelia frutescens	inchi	InChI=1S/C16H14O7/c1-22-15-12(21)5-10(19)14-11(20)6-13(23-16(14)15)7-2-3-8(17)9(18)4-7/h2-5,13,17-19,21H,6H2,1H3	doi	10.1055/s-2006-962543	Encelia frutescens	InChI=1S/C16H14O7/c1-22-15-12(21)5-10(19)14-11(20)6-13(23-16(14)15)7-2-3-8(17)9(18)4-7/h2-5,13,17-19,21H,6H2,1H3	DQVNDBVGXKWWNS-UHFFFAOYSA-N	COc1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)CC2=O	10.1055/S-2006-962543	PMA2	Y	Couldnot access pdf at this moment (Originally ToCheck validated by AR,structure 11)	Epicuticular Flavonoids fromEncelia(Asteraceae)	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|102804|911341|102814|183025|191182	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily||tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Asteroideae|Heliantheae alliance|Heliantheae|Encelia|Encelia frutescens	NA	NA	Planta Medica	1988-12	Proksch	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Ulocladium sp.	inchi	InChI=1S/C25H34O3/c1-15-12-21(27)23-17(14-26)6-7-20-18(8-11-25(20,5)13-19(15)23)16(2)22-9-10-24(3,4)28-22/h6,9-10,12,14,16,18-20,22-23H,7-8,11,13H2,1-5H3	doi	10.1016/j.fitote.2013.08.002	Ulocladium	InChI=1S/C25H34O3/c1-15-12-21(27)23-17(14-26)6-7-20-18(8-11-25(20,5)13-19(15)23)16(2)22-9-10-24(3,4)28-22/h6,9-10,12,14,16,18-20,22-23H,7-8,11,13H2,1-5H3	MVOQGQWZPKEXTB-UHFFFAOYSA-N	CC1=CC(=O)C2C(C=O)=CCC3C(C(C)C4C=CC(C)(C)O4)CCC3(C)CC12	10.1016/J.FITOTE.2013.08.002	AR	Y	NA	Ophiobolins P–T, five new cytotoxic and antibacterial sesterterpenes from the endolichenic fungus Ulocladium sp.	The Interim Register of Marine and Nonmarine Genera	14|134|1078|12365|110107|1085080	kingdom|phylum|class|order|family|genus	Fungi|Ascomycota|Dothideomycetes|Pleosporales|Pleosporaceae|Ulocladium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MVOQGQWZPKEXTB	NA
nap_1	Aristolochia elegans	inchi	InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3	doi	10.1016/j.bmc.2003.10.031	Aristolochia elegans	InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3	MWOOGOJBHIARFG-UHFFFAOYSA-N	COc1cc(C=O)ccc1O	10.1016/J.BMC.2003.10.031	AR	Y	> 60 compounds in a paper…	The alkaloids and other constituents from the root and stem of Aristolochia elegans	ITIS	202422|954898|846494|954900|846496|846504|18063|846543|18217|18327|18328|18329	kingdom|Subkingdom|Infrakingdom|Superdivision|Division|Subdivision|class|Superorder|order|family|genus|species	Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Magnolianae|Piperales|Aristolochiaceae|Aristolochia|Aristolochia elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MWOOGOJBHIARFG	NA
npa_2	Annulohypoxylon minutellum	inchi	InChI=1S/C27H30O7/c1-4-5-6-7-8-9-19(29)24-25-18-14-33-21(23-15(2)10-17(28)13-20(23)30)11-16(18)12-22(31)27(25,3)34-26(24)32/h11-12,14,17,28H,4-10,13H2,1-3H3/t17-,27-/m0/s1	doi	10.1016/j.phytochem.2017.02.014	Annulohypoxylon minutellum	InChI=1S/C27H30O7/c1-4-5-6-7-8-9-19(29)24-25-18-14-33-21(23-15(2)10-17(28)13-20(23)30)11-16(18)12-22(31)27(25,3)34-26(24)32/h11-12,14,17,28H,4-10,13H2,1-3H3/t17-,27-/m0/s1	QMIVTDDJTVQZLY-SOKVYYICSA-N	CCCCCCCC(=O)C1=C2C3=COC(C4=C(C)C[C@H](O)CC4=O)=CC3=CC(=O)[C@]2(C)OC1=O	10.1016/J.PHYTOCHEM.2017.02.014	AR	Y	NA	Minutellins A – D, azaphilones from the stromata of  Annulohypoxylon minutellum  (Xylariaceae)	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147550|222545|37989|2033035|326606|326621	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class|subclass|order|family|genus|species	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Sordariomycetes|Xylariomycetidae|Xylariales|Hypoxylaceae|Annulohypoxylon|Annulohypoxylon minutellum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	QMIVTDDJTVQZLY	NA
nap_1	Pulmonaria obscura	inchi	InChI=1S/C17H27NO6/c1-10(2)17(22,11(3)19)16(21)23-9-13-5-7-18-8-6-14(15(13)18)24-12(4)20/h5,10-11,14-15,19,22H,6-9H2,1-4H3/t11-,14+,15+,17-/m0/s1	doi	10.1055/s-2002-32088	Pulmonaria obscura	InChI=1S/C17H27NO6/c1-10(2)17(22,11(3)19)16(21)23-9-13-5-7-18-8-6-14(15(13)18)24-12(4)20/h5,10-11,14-15,19,22H,6-9H2,1-4H3/t11-,14+,15+,17-/m0/s1	RKDOFSJTBIDAHX-OFSOMGBPSA-N	CC(=O)O[C@@H]1CCN2CC=C(COC(=O)[C@](O)(C(C)C)[C@H](C)O)[C@H]12	10.1055/S-2002-32088	AR	Y	NA	Pyrrolizidine Alkaloids in Pulmonaria obscura	Index Fungorum	10000001|10000006|10000010|10000142|10000347|4548|453668	kingdom|phylum|class|order|family|genus|species	Fungi|Ascomycota|Lecanoromycetes|Peltigerales|Lobariaceae|Pulmonaria|Pulmonaria obscura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RKDOFSJTBIDAHX	NA
nap_1	Vitis vinifera Vitaceae	nominal	ZEAXANTHIN	title	CAROTENOIDS OF THE GRAPE.	Vitaceae	InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-24,35-36,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36-/m1/s1	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1	10.1007/BF00574814	AR	Y	DOI not on google but on SciHub	Carotenoids of the grape	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91834|403667|3602	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Vitales|Vitaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JKQXZKUSFCKOGQ	NA
unp_1	Trigonella foenum-graecum	inchi	InChI=1/C51H84O22/c1-20(19-65-45-39(60)38(59)35(56)30(17-52)69-45)9-14-51(64)21(2)32-29(73-51)16-28-26-8-7-24-15-25(10-12-49(24,5)27(26)11-13-50(28,32)6)68-48-44(72-47-41(62)37(58)34(55)23(4)67-47)42(63)43(31(18-53)70-48)71-46-40(61)36(57)33(54)22(3)66-46/h7,20-23,25-48,52-64H,8-19H2,1-6H3/t20-,21+,22+,23+,25+,26-,27+,28+,29+,30-,31-,32+,33+,34+,35-,36-,37-,38+,39-,40-,41-,42+,43-,44-,45-,46+,47+,48-,49+,50+,51-/m1/s1	original	Yoshikawa, Masayuki; Murakami, Toshiyuki; Komatsu, Hajime; Yamahara, Johji; Matsuda, Hisashi; Heterocycles; vol. 47; 1; (1998); p. 397 - 406.	Trigonella foenum-graecum	InChI=1S/C51H84O22/c1-20(19-65-45-39(60)38(59)35(56)30(17-52)69-45)9-14-51(64)21(2)32-29(73-51)16-28-26-8-7-24-15-25(10-12-49(24,5)27(26)11-13-50(28,32)6)68-48-44(72-47-41(62)37(58)34(55)23(4)67-47)42(63)43(31(18-53)70-48)71-46-40(61)36(57)33(54)22(3)66-46/h7,20-23,25-48,52-64H,8-19H2,1-6H3/t20-,21+,22+,23+,25+,26-,27+,28+,29+,30-,31-,32+,33+,34+,35-,36-,37-,38+,39-,40-,41-,42+,43-,44-,45-,46+,47+,48-,49+,50+,51-/m1/s1	LVTJOONKWUXEFR-UEZXSUPNSA-N	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@](O)(CC[C@@H](C)CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O	10.3987/COM-97-S(N)52	AR	Y	Not able to access full text but ref talking of furostanol saponins and structure known to be found in fenugrek	Medicinal Foodstuffs. VIII. Fenugreek Seed.(2) : Structures of Six New Furostanol Saponins, Trigoneosides IVa, Va, Vb, VI, VIIb, and VIIIb, from the Seeds of Indian Trigonella foenum-graecum L.	GBIF Backbone Taxonomy	6|7707728|220|1370|5386|2981525|7927099	kingdom|phylum|class|order|family|genus|species	Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Trigonella|Trigonella foenum-graecum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LVTJOONKWUXEFR	NA
nap_1	Taxus baccata Taxaceae	nominal	CEPHALOMANNINE	title	SCREENING FOR PHARMACEUTICALLY IMPORTANT TAXOIDS IN TAXUS BACCATA VAR. AUREA CORR. WITH CC/SPE/HPLC-PDA PROCEDURE.	Taxaceae	InChI=1S/C45H53NO14/c1-9-23(2)39(52)46-33(27-16-12-10-13-17-27)34(50)41(54)58-29-21-45(55)38(59-40(53)28-18-14-11-15-19-28)36-43(8,30(49)20-31-44(36,22-56-31)60-26(5)48)37(51)35(57-25(4)47)32(24(29)3)42(45,6)7/h9-19,29-31,33-36,38,49-50,55H,20-22H2,1-8H3,(H,46,52)/b23-9+/t29-,30-,31+,33-,34+,35+,36?,38-,43+,44-,45+/m0/s1	DBXFAPJCZABTDR-UJLUYDJNSA-N	C/C=C(\C)C(O)=N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)C3[C@](C)(C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](O)C[C@H]1OC[C@@]31OC(C)=O	10.1002/1099-0801(200012)14:8<516::AID-BMC15>3.0.CO;2-9	AR	Y	Strange DOI But OK	Screening for pharmaceutically important taxoids inTaxus baccata var.Aurea Corr. with CC/SPE/HPLC-PDA procedure	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|1437180|58019|3313|1446379|25623	|superkingdom|kingdom|phylum|subphylum||||||class|subclass|order|family	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Acrogymnospermae|Pinopsida|Pinidae|Cupressales|Taxaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DBXFAPJCZABTDR	NA
unp_1	Austrodoris kerguelenensis	inchi	InChI=1/C23H38O4/c1-16(13-21(26)27-19(14-24)15-25)9-11-22(4)18(3)10-12-23(5)17(2)7-6-8-20(22)23/h13,18-20,24-25H,2,6-12,14-15H2,1,3-5H3/b16-13+/t18-,20-,22+,23+/m0/s1	original	Diyabalanage, Thushara; Baker, Bill J.; Iken, Katrin B.; McClintock, James B.; Amsler, Charles D.; Journal of Natural Products; vol. 73; 3; (2010); p. 416 - 421.	Doris kerguelenensis	InChI=1S/C23H38O4/c1-16(13-21(26)27-19(14-24)15-25)9-11-22(4)18(3)10-12-23(5)17(2)7-6-8-20(22)23/h13,18-20,24-25H,2,6-12,14-15H2,1,3-5H3/b16-13+/t18-,20-,22+,23+/m0/s1	VEDMLVJKGIUJRR-NTAYXSHBSA-N	C=C1CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC/C(C)=C/C(=O)OC(CO)CO	10.1021/NP900617M	AR	Y	Taxon name changed	Palmadorins A−C, Diterpene Glycerides from the Antarctic NudibranchAustrodoris kerguelenensis∥	World Register of Marine Species	urn:lsid:marinespecies.org:taxname:1|urn:lsid:marinespecies.org:taxname:2|urn:lsid:marinespecies.org:taxname:51|urn:lsid:marinespecies.org:taxname:101|urn:lsid:marinespecies.org:taxname:14712|urn:lsid:marinespecies.org:taxname:1057247|urn:lsid:marinespecies.org:taxname:1057249|urn:lsid:marinespecies.org:taxname:411966|urn:lsid:marinespecies.org:taxname:1762|urn:lsid:marinespecies.org:taxname:1052385|urn:lsid:marinespecies.org:taxname:246038|urn:lsid:marinespecies.org:taxname:173|urn:lsid:marinespecies.org:taxname:9904|urn:lsid:marinespecies.org:taxname:137914|urn:lsid:marinespecies.org:taxname:411132	|kingdom|phylum|class|subclass|infraclass|subterclass|superorder|order|suborder|infraorder|superfamily|family|genus|species	Biota|Animalia|Mollusca|Gastropoda|Heterobranchia|Euthyneura|Ringipleura|Nudipleura|Nudibranchia|Doridina|Doridoidei|Doridoidea|Dorididae|Doris|Doris kerguelenensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VEDMLVJKGIUJRR	NA
